FechaHora;Temp;Humedad;Gas;Ph;TempAmbiente;HumedadAmbiente
3/6/2025 17:50;21.98;66.10;84.07;6.84;18.68;59.00
3/6/2025 18:00;22.19;65.69;86.06;6.81;17.72;59.00
3/6/2025 18:10;21.80;62.65;90.05;6.79;18.35;59.00
3/6/2025 18:20;22.00;65.48;75.47;6.76;18.66;61.00
3/6/2025 18:30;22.38;65.53;97.08;6.73;18.46;61.00
3/6/2025 18:40;22.94;66.00;86.76;6.72;18.35;60.00
3/6/2025 18:50;23.52;66.51;85.85;6.70;18.52;59.00
3/6/2025 19:00;24.08;85.80;100.29;6.68;9.15;60.00
3/6/2025 19:10;24.39;85.80;88.90;6.66;10.30;61.00
3/6/2025 19:20;25.21;85.80;96.17;6.66;9.41;60.00
3/6/2025 19:30;24.93;85.50;109.07;6.63;9.43;59.00
3/6/2025 19:40;25.89;86.04;97.26;6.61;11.10;59.00
3/6/2025 19:50;25.18;85.36;91.42;6.59;10.50;59.00
3/6/2025 20:00;25.03;84.14;87.86;6.57;10.24;59.00
3/6/2025 20:10;24.34;86.14;76.80;6.54;9.18;59.00
3/6/2025 20:20;25.16;83.58;94.06;6.53;10.61;60.00
3/6/2025 20:30;25.52;86.21;86.20;6.53;8.81;59.00
3/6/2025 20:40;24.56;85.52;77.87;6.53;11.26;60.00
3/6/2025 20:50;24.69;86.41;77.31;6.52;9.36;61.00
3/6/2025 21:00;24.80;85.79;83.08;6.51;10.41;61.00
3/6/2025 21:10;25.39;84.38;107.73;6.49;8.74;61.00
3/6/2025 21:20;25.88;85.93;104.96;6.48;8.58;59.00
3/6/2025 21:30;26.52;84.84;95.39;6.47;10.89;59.00
3/6/2025 21:40;25.77;85.88;82.33;6.45;10.75;58.00
3/6/2025 21:50;26.70;84.72;96.05;6.45;11.41;59.00
3/6/2025 22:00;27.56;85.35;86.25;6.45;10.33;59.00
3/6/2025 22:10;28.06;85.24;85.33;6.44;9.41;58.00
3/6/2025 22:20;27.51;84.65;96.08;6.44;8.69;58.00
3/6/2025 22:30;28.30;85.33;93.73;6.42;11.20;58.00
3/6/2025 22:40;28.32;84.45;76.71;6.40;10.86;59.00
3/6/2025 22:50;28.50;86.31;87.23;6.40;9.23;60.00
3/6/2025 23:00;29.17;83.87;77.65;6.39;9.07;59.00
3/6/2025 23:10;28.93;85.65;78.38;6.37;9.21;60.00
3/6/2025 23:20;29.57;85.22;79.97;6.37;11.06;61.00
3/6/2025 23:30;30.01;86.49;105.37;6.36;9.18;60.00
3/6/2025 23:40;30.66;85.24;95.10;6.33;9.71;61.00
3/6/2025 23:50;29.68;84.25;78.81;6.31;9.74;63.00
4/6/2025 0:00;30.33;83.91;105.33;6.28;9.90;59.00
4/6/2025 0:10;31.22;84.82;100.53;6.25;11.33;58.00
4/6/2025 0:20;30.71;85.84;84.98;6.23;11.30;57.00
4/6/2025 0:30;30.19;85.59;108.46;6.21;10.73;57.00
4/6/2025 0:40;29.89;84.46;79.26;6.19;9.64;58.00
4/6/2025 0:50;29.39;84.72;89.13;6.16;8.84;56.00
4/6/2025 1:00;30.10;85.10;106.36;6.14;8.94;56.00
4/6/2025 1:10;29.37;84.61;79.40;6.13;11.47;55.00
4/6/2025 1:20;28.42;85.63;105.89;6.13;10.46;55.00
4/6/2025 1:30;27.72;85.86;82.47;6.12;10.32;55.00
4/6/2025 1:40;27.16;83.69;109.91;6.12;9.88;56.00
4/6/2025 1:50;26.59;83.89;98.88;6.10;8.56;56.00
4/6/2025 2:00;26.11;85.98;105.16;6.08;11.07;57.00
4/6/2025 2:10;25.52;86.28;81.83;6.07;10.30;57.00
4/6/2025 2:20;26.36;84.23;92.48;6.05;9.51;56.00
4/6/2025 2:30;25.84;84.42;104.81;6.04;10.60;55.00
4/6/2025 2:40;25.36;85.63;97.47;6.02;9.34;54.00
4/6/2025 2:50;24.84;85.86;96.81;6.01;9.28;55.00
4/6/2025 3:00;24.79;85.29;55.03;5.99;10.74;55.00
4/6/2025 3:10;24.99;84.83;51.45;5.99;9.82;56.00
4/6/2025 3:20;24.96;86.41;76.72;5.98;11.12;55.00
4/6/2025 3:30;25.59;85.09;60.67;5.97;9.72;56.00
4/6/2025 3:40;24.90;83.52;74.21;5.96;10.16;55.00
4/6/2025 3:50;24.96;84.73;67.86;5.94;11.43;55.00
4/6/2025 4:00;24.03;88.92;105.24;6.20;11.05;55.00
4/6/2025 4:10;23.96;88.48;95.64;6.44;9.70;55.00
4/6/2025 4:20;23.33;91.58;133.26;6.88;8.72;55.00
4/6/2025 4:30;22.58;90.38;146.35;7.14;10.47;56.00
4/6/2025 4:40;22.39;89.90;154.74;7.58;9.78;57.00
4/6/2025 4:50;22.62;88.53;137.27;7.85;9.04;57.00
4/6/2025 5:00;22.19;91.72;138.89;8.02;11.16;59.00
4/6/2025 5:10;22.57;89.45;147.36;8.19;10.74;58.00
4/6/2025 5:20;23.52;90.83;86.93;8.32;10.44;59.00
4/6/2025 5:30;23.77;91.83;109.82;8.50;11.09;58.00
4/6/2025 5:40;23.38;91.55;91.27;8.50;11.31;58.00
4/6/2025 5:50;23.11;90.33;101.82;8.50;9.53;57.00
4/6/2025 6:00;23.08;88.98;85.03;8.50;10.83;56.00
4/6/2025 6:10;23.10;110.00;78.90;8.50;11.70;57.00
4/6/2025 6:20;22.56;88.40;93.00;8.50;11.63;56.00
4/6/2025 6:30;22.97;91.29;81.39;8.50;10.57;56.00
4/6/2025 6:40;23.83;90.99;86.86;8.50;11.16;55.00
4/6/2025 6:50;23.63;89.89;89.70;8.50;11.10;54.00
4/6/2025 7:00;22.84;85.15;92.03;8.46;12.51;53.00
4/6/2025 7:10;22.70;84.26;88.38;8.44;12.97;52.00
4/6/2025 7:20;22.64;81.83;96.16;8.42;12.56;52.00
4/6/2025 7:30;22.43;81.78;79.18;8.40;12.26;53.00
4/6/2025 7:40;23.24;82.53;100.82;8.36;12.35;52.00
4/6/2025 7:50;22.93;82.44;80.46;8.35;12.62;53.00
4/6/2025 8:00;22.26;82.48;96.03;8.31;13.94;54.00
4/6/2025 8:10;22.41;81.23;86.74;8.29;13.89;52.00
4/6/2025 8:20;22.56;82.14;81.16;8.25;13.71;51.00
4/6/2025 8:30;22.46;82.91;76.45;8.23;12.92;52.00
4/6/2025 8:40;22.28;81.52;92.87;8.19;13.11;52.00
4/6/2025 8:50;21.98;82.24;92.45;8.16;13.05;51.00
4/6/2025 9:00;21.36;78.52;81.59;8.12;15.31;50.00
4/6/2025 9:10;20.95;78.24;78.23;8.09;14.40;50.00
4/6/2025 9:20;20.01;78.82;109.97;8.07;14.77;51.00
4/6/2025 9:30;20.22;78.80;90.81;8.05;15.48;50.00
4/6/2025 9:40;19.28;79.50;88.57;8.01;14.49;51.00
4/6/2025 9:50;19.26;80.27;103.17;7.98;15.20;50.00
4/6/2025 10:00;19.61;78.78;103.14;7.96;16.60;50.00
4/6/2025 10:10;19.40;79.20;76.11;7.94;15.98;50.00
4/6/2025 10:20;19.92;78.32;92.59;7.91;15.53;50.00
4/6/2025 10:30;20.86;76.30;95.24;7.90;16.62;50.00
4/6/2025 10:40;21.07;79.31;97.66;7.88;15.71;50.00
4/6/2025 10:50;20.60;76.87;95.19;7.87;16.64;50.00
4/6/2025 11:00;19.87;76.13;83.34;7.84;16.79;50.00
4/6/2025 11:10;20.84;75.04;92.39;7.82;17.17;50.00
4/6/2025 11:20;20.23;77.65;92.43;7.78;17.80;50.00
4/6/2025 11:30;20.96;75.54;78.68;7.76;17.23;50.00
4/6/2025 11:40;21.09;75.91;92.63;7.75;16.73;50.00
4/6/2025 11:50;22.00;77.02;98.54;7.74;17.38;50.00
4/6/2025 12:00;21.29;75.38;78.50;7.71;18.60;50.00
4/6/2025 12:10;21.91;74.15;80.34;7.70;18.67;50.00
4/6/2025 12:20;21.18;75.10;92.38;7.66;18.48;50.00
4/6/2025 12:30;20.84;75.47;105.79;7.65;18.28;50.00
4/6/2025 12:40;20.52;74.93;81.56;7.64;18.24;50.00
4/6/2025 12:50;19.58;73.21;79.27;7.61;18.36;50.00
4/6/2025 13:00;19.33;73.17;86.80;7.60;19.12;50.00
4/6/2025 13:10;20.00;71.69;80.09;7.58;20.29;50.00
4/6/2025 13:20;20.73;73.41;98.92;7.56;19.21;50.00
4/6/2025 13:30;21.38;74.14;105.31;7.53;19.50;50.00
4/6/2025 13:40;20.49;73.77;109.23;7.52;20.05;50.00
4/6/2025 13:50;20.46;72.30;80.19;7.51;19.05;50.00
4/6/2025 14:00;19.83;73.22;87.71;7.49;21.51;50.00
4/6/2025 14:10;19.24;73.08;85.19;7.45;21.06;50.00
4/6/2025 14:20;18.98;72.33;96.10;7.43;21.31;50.00
4/6/2025 14:30;19.74;71.87;76.91;7.40;20.54;50.00
4/6/2025 14:40;20.03;71.06;89.29;7.37;21.29;50.00
4/6/2025 14:50;20.25;71.37;98.21;7.34;20.75;50.00
4/6/2025 15:00;19.42;71.60;106.84;7.32;20.08;50.00
4/6/2025 15:10;20.05;69.71;85.99;7.28;20.37;50.00
4/6/2025 15:20;19.22;69.44;102.68;7.24;20.41;50.00
4/6/2025 15:30;19.94;68.14;103.72;7.21;20.51;50.00
4/6/2025 15:40;20.55;69.24;0.00;7.18;20.70;50.00
4/6/2025 15:50;20.97;68.75;98.65;7.16;20.67;50.00
4/6/2025 16:00;21.29;66.92;77.42;7.14;19.27;50.00
4/6/2025 16:10;20.76;68.31;87.25;7.11;19.73;50.00
4/6/2025 16:20;20.25;66.29;82.47;7.09;19.89;50.00
4/6/2025 16:30;21.01;67.12;91.84;7.07;19.65;50.00
4/6/2025 16:40;21.71;69.53;83.92;7.04;19.42;50.00
4/6/2025 16:50;21.77;67.61;100.37;7.00;19.82;50.00
4/6/2025 17:00;22.72;67.53;75.68;6.98;18.71;50.00
4/6/2025 17:10;23.25;67.93;88.95;6.96;18.47;50.00
4/6/2025 17:20;23.49;66.70;109.77;6.93;18.53;50.00
4/6/2025 17:30;23.15;67.06;99.72;6.90;18.60;50.00
4/6/2025 17:40;23.41;67.23;102.11;6.86;18.67;50.00
4/6/2025 17:50;22.65;66.59;87.98;6.83;18.90;50.00
4/6/2025 18:00;22.94;64.67;88.91;6.81;18.43;50.00
4/6/2025 18:10;23.33;63.06;81.90;6.78;17.96;50.00
4/6/2025 18:20;23.35;66.59;82.97;6.74;18.39;50.00
4/6/2025 18:30;23.14;65.51;86.40;6.72;18.54;50.00
4/6/2025 18:40;22.22;65.18;76.71;6.71;17.88;50.00
4/6/2025 18:50;22.79;62.97;105.71;6.69;18.00;50.00
4/6/2025 19:00;23.59;85.66;80.23;6.68;10.03;50.00
4/6/2025 19:10;22.66;84.47;101.73;6.67;8.61;50.00
4/6/2025 19:20;22.58;84.87;96.32;6.65;9.61;50.00
4/6/2025 19:30;21.59;83.77;94.79;6.64;9.91;50.00
4/6/2025 19:40;20.69;83.82;87.59;6.64;11.20;50.00
4/6/2025 19:50;20.66;84.37;99.00;6.63;8.60;50.00
4/6/2025 20:00;21.10;84.34;78.87;6.62;10.73;50.00
4/6/2025 20:10;21.91;84.42;104.74;6.60;10.54;50.00
4/6/2025 20:20;22.65;85.63;81.06;6.60;11.25;50.00
4/6/2025 20:30;22.20;83.55;102.80;6.60;10.25;50.00
4/6/2025 20:40;21.74;85.12;107.52;6.58;11.28;51.00
4/6/2025 20:50;21.16;86.34;102.15;6.57;10.93;50.00
4/6/2025 21:00;20.73;85.21;80.76;6.56;9.21;50.00
4/6/2025 21:10;21.70;84.15;99.55;6.55;10.49;50.00
4/6/2025 21:20;22.20;84.87;108.87;6.55;9.45;51.00
4/6/2025 21:30;22.93;84.43;84.94;6.52;10.44;51.00
4/6/2025 21:40;22.38;85.30;86.35;6.49;9.06;53.00
4/6/2025 21:50;21.97;83.74;88.46;6.48;9.35;54.00
4/6/2025 22:00;22.34;83.58;75.15;6.45;11.44;52.00
4/6/2025 22:10;21.55;83.93;99.74;6.44;10.57;51.00
4/6/2025 22:20;21.76;85.04;92.90;6.41;9.68;51.00
4/6/2025 22:30;20.99;85.80;88.46;6.40;10.40;52.00
4/6/2025 22:40;20.65;85.08;105.31;6.38;9.55;52.00
4/6/2025 22:50;21.21;85.98;81.14;6.38;8.80;53.00
4/6/2025 23:00;21.06;85.07;79.16;6.36;11.25;54.00
4/6/2025 23:10;20.74;85.54;96.12;6.35;9.01;54.00
4/6/2025 23:20;20.83;84.31;98.86;6.34;9.71;55.00
4/6/2025 23:30;20.90;84.97;109.28;6.33;8.88;56.00
4/6/2025 23:40;21.61;86.37;98.34;6.32;10.00;55.00
4/6/2025 23:50;22.48;85.25;82.27;6.30;11.28;56.00
5/6/2025 0:00;22.48;86.21;109.92;6.30;9.84;71.00
5/6/2025 0:10;23.17;85.33;86.44;6.27;9.33;70.00
5/6/2025 0:20;22.47;84.58;99.49;6.25;9.19;70.00
5/6/2025 0:30;21.89;85.26;81.16;6.25;11.43;71.00
5/6/2025 0:40;21.07;85.33;87.46;6.25;8.70;71.00
5/6/2025 0:50;20.49;85.05;75.20;6.24;8.74;71.00
5/6/2025 1:00;20.01;84.15;87.00;6.23;10.10;73.00
5/6/2025 1:10;20.20;85.34;86.56;6.20;10.02;73.00
5/6/2025 1:20;19.43;84.73;107.31;6.18;10.81;72.00
5/6/2025 1:30;18.48;83.92;94.14;6.18;10.11;73.00
5/6/2025 1:40;19.47;86.01;107.52;6.18;9.29;74.00
5/6/2025 1:50;18.71;84.04;86.44;6.17;11.22;75.00
5/6/2025 2:00;18.38;85.28;92.68;6.17;10.36;76.00
5/6/2025 2:10;19.04;85.63;76.50;6.16;9.70;75.00
5/6/2025 2:20;19.36;85.40;97.37;6.13;10.88;75.00
5/6/2025 2:30;19.63;83.69;87.08;6.11;9.66;74.00
5/6/2025 2:40;19.21;86.29;77.46;6.10;9.51;75.00
5/6/2025 2:50;20.04;83.99;92.67;6.10;10.83;75.00
5/6/2025 3:00;19.94;85.81;94.73;6.08;10.96;77.00
5/6/2025 3:10;20.83;86.38;76.10;6.07;8.55;75.00
5/6/2025 3:20;20.97;85.39;103.79;6.05;9.91;75.00
5/6/2025 3:30;21.74;85.57;100.65;6.03;9.84;74.00
5/6/2025 3:40;21.23;85.73;95.49;6.00;8.58;73.00
5/6/2025 3:50;21.31;83.91;46.05;5.98;9.15;73.00
5/6/2025 4:00;21.07;89.03;94.83;6.12;11.44;74.00
5/6/2025 4:10;21.60;91.17;75.35;6.56;10.32;75.00
5/6/2025 4:20;22.30;91.65;87.29;6.66;8.65;76.00
5/6/2025 4:30;21.63;89.23;131.83;6.80;9.99;75.00
5/6/2025 4:40;20.94;89.64;154.90;7.02;10.44;75.00
5/6/2025 4:50;20.88;89.97;152.32;7.44;8.57;74.00
5/6/2025 5:00;21.05;89.96;158.02;7.74;9.50;73.00
5/6/2025 5:10;21.00;90.23;126.81;8.13;10.65;75.00
5/6/2025 5:20;21.46;90.06;90.03;8.50;9.59;74.00
5/6/2025 5:30;22.36;89.27;102.52;8.50;11.48;75.00
5/6/2025 5:40;22.32;91.31;102.70;8.50;9.45;76.00
5/6/2025 5:50;22.48;91.58;108.20;8.50;11.39;76.00
5/6/2025 6:00;23.29;89.23;77.06;8.50;10.93;76.00
5/6/2025 6:10;22.98;110.00;93.50;8.50;10.60;75.00
5/6/2025 6:20;23.73;90.66;88.02;8.50;11.74;74.00
5/6/2025 6:30;23.23;89.56;79.22;8.50;11.91;72.00
5/6/2025 6:40;23.22;88.67;87.70;8.50;10.96;71.00
5/6/2025 6:50;23.67;90.94;83.30;8.50;10.94;72.00
5/6/2025 7:00;24.21;85.06;92.38;8.47;12.02;70.00
5/6/2025 7:10;23.38;84.29;77.56;8.45;12.55;72.00
5/6/2025 7:20;23.50;83.90;76.43;8.42;11.90;71.00
5/6/2025 7:30;23.70;81.48;92.02;8.38;12.23;72.00
5/6/2025 7:40;23.08;82.46;107.45;8.34;12.55;73.00
5/6/2025 7:50;23.70;81.87;102.45;8.31;11.78;72.00
5/6/2025 8:00;24.04;80.52;86.49;8.27;13.75;73.00
5/6/2025 8:10;23.73;80.83;84.19;8.23;14.18;74.00
5/6/2025 8:20;24.04;80.35;88.80;8.22;13.92;75.00
5/6/2025 8:30;23.23;79.78;81.88;8.21;13.61;74.00
5/6/2025 8:40;22.34;81.66;87.47;8.19;14.22;76.00
5/6/2025 8:50;23.03;81.56;76.83;8.15;14.38;75.00
5/6/2025 9:00;23.27;80.14;105.53;8.11;15.22;74.00
5/6/2025 9:10;23.32;78.47;95.19;8.10;14.27;74.00
5/6/2025 9:20;23.60;80.66;80.43;8.08;14.52;73.00
5/6/2025 9:30;22.95;81.10;87.50;8.05;14.54;74.00
5/6/2025 9:40;22.55;79.34;78.78;8.01;15.16;74.00
5/6/2025 9:50;23.45;79.55;98.22;7.97;14.79;74.00
5/6/2025 10:00;24.15;78.29;93.11;7.94;16.58;74.00
5/6/2025 10:10;24.24;79.60;98.91;7.92;15.71;74.00
5/6/2025 10:20;24.97;79.60;105.88;7.90;16.48;74.00
5/6/2025 10:30;24.82;76.95;104.77;7.88;16.78;74.00
5/6/2025 10:40;24.24;76.81;88.67;7.85;16.47;75.00
5/6/2025 10:50;23.88;77.81;83.76;7.83;15.44;74.00
5/6/2025 11:00;24.40;78.38;88.53;7.81;16.89;72.00
5/6/2025 11:10;24.05;76.44;82.18;7.80;17.30;73.00
5/6/2025 11:20;23.84;77.26;97.34;7.78;17.74;71.00
5/6/2025 11:30;22.99;76.37;103.20;7.75;17.66;70.00
5/6/2025 11:40;22.17;74.99;103.60;7.74;17.65;70.00
5/6/2025 11:50;23.05;76.11;88.43;7.72;17.91;70.00
5/6/2025 12:00;23.55;75.57;87.25;7.69;19.06;70.00
5/6/2025 12:10;23.52;73.69;79.17;7.66;17.96;71.00
5/6/2025 12:20;23.03;74.35;86.36;7.64;18.01;72.00
5/6/2025 12:30;24.01;74.75;79.66;7.61;19.09;72.00
5/6/2025 12:40;23.73;74.56;101.79;7.58;18.45;71.00
5/6/2025 12:50;23.96;74.97;101.56;7.55;18.84;70.00
5/6/2025 13:00;23.29;71.55;95.02;7.52;19.02;69.00
5/6/2025 13:10;23.76;71.93;97.81;7.49;20.16;68.00
5/6/2025 13:20;23.52;74.41;87.49;7.47;19.20;69.00
5/6/2025 13:30;22.96;72.95;98.53;7.45;18.96;70.00
5/6/2025 13:40;23.05;72.29;99.28;7.42;19.82;69.00
5/6/2025 13:50;23.67;72.59;107.04;7.41;19.91;68.00
5/6/2025 14:00;24.00;70.66;86.14;7.40;20.34;69.00
5/6/2025 14:10;24.85;70.79;84.38;7.39;21.35;70.00
5/6/2025 14:20;25.26;70.24;76.38;7.37;21.28;71.00
5/6/2025 14:30;26.22;69.43;77.57;7.34;20.79;70.00
5/6/2025 14:40;26.80;72.31;91.01;7.33;21.26;69.00
5/6/2025 14:50;27.72;72.57;86.14;7.32;21.34;69.00
5/6/2025 15:00;27.53;71.23;107.05;7.31;20.23;70.00
5/6/2025 15:10;28.17;69.91;95.15;7.30;20.59;69.00
5/6/2025 15:20;28.76;70.08;82.44;7.28;20.40;70.00
5/6/2025 15:30;29.61;70.74;86.88;7.25;19.86;70.00
5/6/2025 15:40;29.70;68.88;89.64;7.24;20.07;70.00
5/6/2025 15:50;29.78;68.03;82.67;7.20;19.98;70.00
5/6/2025 16:00;29.67;67.29;80.41;7.17;19.82;70.00
5/6/2025 16:10;29.91;69.78;105.69;7.14;19.93;70.00
5/6/2025 16:20;30.35;67.34;93.93;7.11;20.07;71.00
5/6/2025 16:30;30.03;66.70;109.33;7.09;19.49;70.00
5/6/2025 16:40;30.60;68.12;88.01;7.05;19.64;70.00
5/6/2025 16:50;30.40;66.57;104.37;7.03;19.43;69.00
5/6/2025 17:00;29.52;66.16;97.02;7.01;18.41;69.00
5/6/2025 17:10;30.24;67.63;93.09;6.97;18.90;68.00
5/6/2025 17:20;30.78;68.01;108.90;6.94;19.19;69.00
5/6/2025 17:30;30.37;67.04;80.69;6.93;18.97;68.00
5/6/2025 17:40;31.27;66.40;90.30;6.89;19.22;69.00
5/6/2025 17:50;31.02;68.21;84.71;6.86;18.72;69.00
5/6/2025 18:00;31.26;66.48;0.00;6.82;18.06;67.00
5/6/2025 18:10;30.88;66.53;99.81;6.78;18.44;67.00
5/6/2025 18:20;30.98;62.70;79.15;6.74;18.35;67.00
5/6/2025 18:30;31.65;64.05;96.78;6.72;18.31;68.00
5/6/2025 18:40;31.32;64.12;101.73;6.69;17.90;68.00
5/6/2025 18:50;30.79;63.57;98.00;6.66;18.35;69.00
5/6/2025 19:00;31.27;84.86;104.87;6.64;11.44;69.00
5/6/2025 19:10;30.39;84.87;103.32;6.62;10.57;70.00
5/6/2025 19:20;30.20;86.17;79.81;6.60;8.62;71.00
5/6/2025 19:30;30.69;84.31;107.81;6.60;9.88;70.00
5/6/2025 19:40;30.72;84.99;102.18;6.60;10.25;70.00
5/6/2025 19:50;31.61;84.09;90.10;6.57;9.61;70.00
5/6/2025 20:00;31.05;84.43;96.62;6.55;9.34;69.00
5/6/2025 20:10;31.41;85.88;77.79;6.53;9.25;69.00
5/6/2025 20:20;30.65;84.26;91.17;6.53;8.71;71.00
5/6/2025 20:30;30.85;85.57;92.16;6.52;11.46;69.00
5/6/2025 20:40;31.75;83.88;84.34;6.50;9.71;70.00
5/6/2025 20:50;32.55;83.94;102.42;6.47;10.00;71.00
5/6/2025 21:00;31.93;84.65;108.44;6.45;9.74;70.00
5/6/2025 21:10;30.95;84.26;101.13;6.43;8.70;69.00
5/6/2025 21:20;31.78;84.24;108.10;6.41;10.03;68.00
5/6/2025 21:30;31.07;83.70;92.76;6.40;9.78;69.00
5/6/2025 21:40;30.87;84.49;97.79;6.39;8.70;70.00
5/6/2025 21:50;31.69;85.79;91.99;6.38;9.58;71.00
5/6/2025 22:00;31.51;85.90;93.30;6.38;9.85;70.00
5/6/2025 22:10;32.22;84.48;98.93;6.36;9.85;69.00
5/6/2025 22:20;32.31;85.10;93.64;6.35;10.75;69.00
5/6/2025 22:30;32.56;85.32;99.49;6.34;9.30;69.00
5/6/2025 22:40;32.05;86.37;90.78;6.33;11.45;68.00
5/6/2025 22:50;33.04;85.21;93.71;6.32;11.08;69.00
5/6/2025 23:00;32.55;85.33;99.54;6.30;8.78;68.00
5/6/2025 23:10;33.13;84.38;102.96;6.28;10.76;67.00
5/6/2025 23:20;32.25;85.29;93.15;6.27;9.95;67.00
5/6/2025 23:30;31.64;84.40;91.65;6.25;8.95;68.00
5/6/2025 23:40;31.07;83.56;90.18;6.25;11.30;67.00
5/6/2025 23:50;31.73;83.69;102.09;6.24;8.76;68.00
6/6/2025 0:00;31.29;85.47;97.55;6.21;10.32;63.00
6/6/2025 0:10;31.33;85.09;80.03;6.18;9.32;63.00
6/6/2025 0:20;31.00;84.77;93.31;6.15;9.91;63.00
6/6/2025 0:30;30.36;84.25;98.30;6.15;10.50;62.00
6/6/2025 0:40;30.97;84.39;90.05;6.14;10.67;62.00
6/6/2025 0:50;30.24;84.11;94.14;6.13;9.59;62.00
6/6/2025 1:00;29.56;85.04;102.93;6.11;10.85;63.00
6/6/2025 1:10;30.04;83.52;101.29;6.10;9.17;63.00
6/6/2025 1:20;30.72;84.79;91.99;6.08;10.29;62.00
6/6/2025 1:30;30.78;84.56;89.06;6.06;9.52;62.00
6/6/2025 1:40;31.54;85.45;95.16;6.04;10.39;61.00
6/6/2025 1:50;31.42;83.95;98.02;6.01;9.51;60.00
6/6/2025 2:00;31.77;84.46;68.91;5.99;10.22;59.00
6/6/2025 2:10;32.49;85.63;71.18;5.96;8.58;60.00
6/6/2025 2:20;33.31;85.46;78.21;5.94;11.12;60.00
6/6/2025 2:30;33.01;84.80;60.32;5.93;10.54;61.00
6/6/2025 2:40;32.44;85.86;55.71;5.92;8.91;59.00
6/6/2025 2:50;32.15;85.86;62.02;5.89;10.77;60.00
6/6/2025 3:00;31.57;85.94;62.80;5.86;9.36;61.00
6/6/2025 3:10;31.14;83.55;69.94;5.85;10.49;60.00
6/6/2025 3:20;31.01;84.21;74.41;5.85;9.65;59.00
6/6/2025 3:30;31.58;84.44;62.15;5.83;9.33;58.00
6/6/2025 3:40;32.08;84.86;71.59;5.81;8.86;58.00
6/6/2025 3:50;32.70;85.39;79.55;5.79;8.89;58.00
6/6/2025 4:00;31.84;91.20;45.46;5.94;8.91;59.00
6/6/2025 4:10;31.37;91.11;95.68;6.22;9.16;60.00
6/6/2025 4:20;30.76;88.18;0.00;6.59;10.96;61.00
6/6/2025 4:30;29.77;90.15;107.35;6.71;9.53;62.00
6/6/2025 4:40;29.49;89.92;138.71;7.01;11.41;61.00
6/6/2025 4:50;29.11;89.05;125.70;7.46;8.81;61.00
6/6/2025 5:00;29.17;90.97;146.28;7.83;9.80;62.00
6/6/2025 5:10;29.26;90.94;153.35;8.13;9.43;63.00
6/6/2025 5:20;29.64;88.03;76.21;8.50;11.26;63.00
6/6/2025 5:30;29.41;90.76;79.55;8.50;8.94;62.00
6/6/2025 5:40;29.13;89.70;109.76;8.50;11.28;62.00
6/6/2025 5:50;29.19;88.61;103.75;8.50;11.13;63.00
6/6/2025 6:00;30.10;89.63;93.38;8.50;11.20;64.00
6/6/2025 6:10;30.64;91.27;89.61;8.50;11.74;65.00
6/6/2025 6:20;31.32;91.58;94.64;8.50;11.09;64.00
6/6/2025 6:30;32.17;91.64;109.90;8.50;11.28;65.00
6/6/2025 6:40;32.38;88.55;109.77;8.50;10.59;66.00
6/6/2025 6:50;33.07;91.45;80.44;8.50;10.94;68.00
6/6/2025 7:00;32.52;81.97;96.65;8.47;12.65;69.00
6/6/2025 7:10;32.94;84.61;90.60;8.44;12.02;70.00
6/6/2025 7:20;32.46;85.14;75.53;8.43;11.72;69.00
6/6/2025 7:30;33.28;85.23;102.23;8.39;12.08;70.00
6/6/2025 7:40;33.59;82.08;103.36;8.37;12.60;69.00
6/6/2025 7:50;33.78;85.18;93.35;8.33;12.57;67.00
6/6/2025 8:00;33.59;81.67;91.56;8.30;14.39;66.00
6/6/2025 8:10;34.38;81.50;91.31;8.28;12.96;67.00
6/6/2025 8:20;33.80;80.15;84.14;8.27;13.10;66.00
6/6/2025 8:30;33.43;110.00;96.07;8.23;13.60;65.00
6/6/2025 8:40;34.33;83.54;83.02;8.20;13.62;64.00
6/6/2025 8:50;34.57;80.79;94.87;8.19;13.71;63.00
6/6/2025 9:00;35.15;80.59;76.29;8.16;14.80;63.00
6/6/2025 9:10;35.12;80.47;95.21;8.13;14.27;63.00
6/6/2025 9:20;35.93;80.05;87.45;8.10;14.77;64.00
6/6/2025 9:30;36.72;80.22;109.64;8.06;15.46;65.00
6/6/2025 9:40;36.11;79.03;94.69;8.05;14.39;64.00
6/6/2025 9:50;36.01;80.79;101.61;8.04;15.56;63.00
6/6/2025 10:00;36.26;78.17;77.26;8.03;15.69;64.00
6/6/2025 10:10;35.57;77.49;109.40;8.02;16.76;65.00
6/6/2025 10:20;36.24;77.43;98.46;7.99;15.73;66.00
6/6/2025 10:30;35.50;77.21;86.71;7.95;16.73;65.00
6/6/2025 10:40;36.43;77.97;79.84;7.93;16.37;67.00
6/6/2025 10:50;35.65;78.14;100.04;7.91;16.71;67.00
6/6/2025 11:00;36.51;78.23;88.56;7.87;16.97;68.00
6/6/2025 11:10;37.17;74.79;0.00;7.84;17.83;67.00
6/6/2025 11:20;38.12;75.86;93.49;7.82;17.18;66.00
6/6/2025 11:30;38.26;77.19;104.20;7.81;17.60;66.00
6/6/2025 11:40;38.42;78.23;107.32;7.79;16.60;65.00
6/6/2025 11:50;37.49;78.23;81.60;7.76;17.06;65.00
6/6/2025 12:00;37.77;74.86;84.28;7.74;18.90;65.00
